,JPM,BAC,WFC,C,GS,MS,SP500_Return,FedRateChange
2005-02-18,-0.013464293621655675,-0.004724113772418578,-0.01457243573355345,-0.007367720658442666,-0.033432646638692234,-0.009816267734538999,0.0006992897479059688,0.009999999999999787
2005-02-22,-0.01187577721455742,-0.012847459262715256,-0.010513641728186304,-0.016013521384327777,-0.013446329450590183,-0.016521107496098253,-0.014611959979605212,0.06000000000000005
2005-02-23,0.01165736966379884,0.008927617187471893,0.011522576865997348,0.015191656471759971,0.002633241680864918,0.011156619232800438,0.005591699832857658,-0.040000000000000036
2005-02-24,0.010225767425819298,-0.0016546829710338813,-0.005605915310713389,0.005467531569401434,-0.005627123462413793,0.0033560622929205107,0.007862777725995748,0.020000000000000018
2005-02-25,0.012689369289563825,-0.0004142004713311809,0.014638323687533336,0.007875133282005191,0.016613562560711274,0.0035119326769710913,0.009263777602271862,-0.009999999999999787
2005-02-28,-0.0029965748286580355,-0.011667101142555055,-0.01187816275982059,-0.011425726558047872,-0.02085420891055831,-0.00871879010553033,-0.006434901002669486,-0.020000000000000018
2005-03-01,0.009174980671114661,0.0033472680936380895,0.011151370973886226,0.014666051583397588,0.00846389146793589,0.007883598616418304,0.005642127938093621,-0.1299999999999999
2005-03-02,-0.0012873279115354673,0.005208001687066915,-0.0026392493569325818,-0.002699271583192014,-0.003693712420215116,-0.005865154821304946,-0.0002727366181043891,0.08999999999999986
2005-03-03,-0.005166470323574631,-0.003330260738882517,-0.0029205546706720063,0.0005400423171875291,0.003342972416891985,-0.0015133936257408348,0.00032225292897391546,0.029999999999999805
2005-03-04,0.009666050116590866,0.008924624086162417,0.019191093722130736,0.013419452751363609,0.025321882208248974,0.01818077053638132,0.009578361866919956,-0.009999999999999787
2005-03-07,-0.006648772479020731,0.0014448052530231978,0.011323101634494142,-0.004541835989719052,0.01377689583312476,0.003794869042170515,0.0026068694206831493,0.009999999999999787
2005-03-08,-0.004529533470889809,0.0,-0.0015084277354292506,-0.010770616995101458,0.0033733430516323594,0.0009868492615185548,-0.004810340527826947,-0.019999999999999574
2005-03-09,-0.012179764415411617,-0.012247170287370122,-0.015750107992487293,-0.012805078197990052,0.009382516406121857,-0.017423252442658608,-0.01023734532231883,0.009999999999999787
2005-03-10,0.0034953131015856096,0.005623492819803037,0.0041407934522473405,-0.0030205531150749583,0.00033373953533814534,0.007836615564499855,0.0018540975449818477,0.020000000000000018
2005-03-11,-0.001964275570916422,-0.007504971527380171,-0.016117444113365135,-0.006899634640697295,-0.02515515720634642,-0.006832738962798696,-0.007612148101110925,-0.010000000000000231
2005-03-14,0.00065492317068178,0.008957679974387319,0.004099302201662271,0.00937178225036922,0.008681590774300873,0.005004095947418944,0.005608866091690017,0.08000000000000007
2005-03-15,-0.005693201802630856,-0.008748280910459948,0.004896701862843233,-0.005502494023225319,-0.0025453893072748496,-0.00199861182673034,-0.007552253930440114,0.020000000000000018
2005-03-16,-0.01638283804659057,-0.009036641237903192,-0.005169626346256474,0.0,-0.01541128187406539,-0.007530943340815462,-0.00811470022614856,-0.040000000000000036
2005-03-17,-0.000446292301984406,-0.0027483139921860235,0.0006359731161207357,-0.0027620911312349816,-0.015301878523115304,0.0011755811306434216,0.0017996327677856619,0.11000000000000032
2005-03-18,0.0035667929571305307,-0.008289612082754506,-0.0005451498482111163,-0.0038803803653872345,0.012363793927281284,-0.003698285079001442,-0.0004705625853757874,0.020000000000000018
2005-03-21,-0.014343872042609713,-0.023540647546143174,-0.0034615231107614024,-0.006127689670523367,-0.013415684343916675,-0.0032053146723826894,-0.004946433602739591,0.009999999999999787
2005-03-22,-0.014552131613292793,-0.029270542507935468,-0.014798187438951558,-0.020607743092035495,-0.023246701334939137,-0.01377911860204774,-0.010248546209256063,0.010000000000000231
2005-03-23,0.007302570525721782,0.00022518229959279197,0.0006479226913973995,-0.003714768123761848,-0.001078035804705192,0.006147966873901675,0.0006996454255908223,0.009999999999999787
2005-03-24,-0.005243462897220616,0.0015732057437399768,0.0031415818586620885,0.0,-0.000898485108704407,-0.005976782007900462,-0.0009471067214324451,0.020000000000000018
2005-03-28,0.012267281733275563,0.005599850847248753,0.011738259046567863,-0.0022936668331059143,-0.0019810844655705037,0.00818733011057252,0.002438493140166367,-0.009999999999999787
2005-03-29,-0.00907235356878207,-0.00942561674270769,-0.01127765079526826,-0.007777529927660362,-0.034286848909599904,0.0010185894593711378,-0.007625179181011431,-0.06999999999999984
2005-03-30,0.00295803867792987,0.012770711460472543,0.012371690388327534,0.010643174165557254,0.030675507939702952,0.012981728207091212,0.01367862973137081,0.020000000000000018
2005-03-31,0.0018149526103929386,0.0004450665408645151,0.0017284347000641749,-0.010064640237002757,0.03501664967040191,0.001673763799879305,-0.0006943847521812366,0.21999999999999975
2005-04-01,-0.0020424744141442543,-0.007146263408269971,-0.006292807993886158,-0.010167453264522012,-0.006659851141982052,-0.006206478373165401,-0.006517880949263398,-0.1299999999999999
2005-04-04,0.0034024721701077934,-0.0006724641898555284,0.015434022164985293,-0.004136724376732428,0.024833908466549443,0.006875132184391361,0.002724477316724463,-0.050000000000000266
2005-04-05,0.0033910711173427035,0.007818727598125437,-0.003700482175744522,0.023702430846202677,-0.032246749628561236,-0.0026776433367840993,0.00447084278556942,-0.05999999999999961
2005-04-06,0.006523529003769652,0.004661929874547372,0.017123638070711156,0.002888208185538363,0.0026534648795984626,0.0010051129238570914,0.0022658872536414033,0.009999999999999787
2005-04-07,0.005143044462491826,0.006842108912814929,0.009114233808259473,0.0034537397465520363,-0.011014216988356012,0.002340850815528224,0.005953233066958344,0.029999999999999805
2005-04-08,-0.0033510635830829396,-0.001320613256458937,-0.005299554653697566,-0.00865815402739519,-0.00555316388917187,-0.005358313431088771,-0.008380014491591885,-0.009999999999999787
2005-04-11,0.0066924143741104326,0.00461523523017304,-0.007465824987278941,0.0034723004405168554,-0.024180833486148398,0.007359919915098385,8.474198803386038e-06,0.029999999999999805
2005-04-12,0.011933614319066711,0.01824936320591043,-0.002948816108956965,0.01205887991745519,0.007517172933823216,0.010445499363504928,0.005529884802782768,-0.009999999999999787
2005-04-13,-0.009047960564661013,-0.013873886255433477,-0.015781939888628187,-0.01350387359582491,-0.02509183687392766,-0.006785133269591175,-0.01183132550562878,-0.010000000000000231
2005-04-14,-0.009578068128516238,-0.008990712180649847,-0.013913578883627422,-0.01105299693078178,-0.015172433590204044,-0.00616351134381731,-0.010052134263021657,0.03000000000000025
2005-04-15,-0.008992941392892874,0.007680303208574592,-0.01860691404151579,-0.007633883764278831,-0.0161816177088493,-0.0121027968304735,-0.01686186196276537,0.029999999999999805
2005-04-18,0.010111098090216873,0.010004025608143107,0.00804368778528403,0.020709610745468055,0.0017459402606772605,0.006405718949778938,0.002936282269934283,-0.06999999999999984
2005-04-19,0.004461512180133711,0.003025225283924835,-0.006167161147112677,0.00890924416870125,0.00290388244739564,-0.009793849574209187,0.005916292813629376,-0.009999999999999787
2005-04-20,-0.015702136529723996,-0.00475778524557622,-0.022368576000970735,-0.005450953993788798,-0.030221921012875266,-0.013324334308401945,-0.013343570060666856,0.0
2005-04-21,0.0036107244666114886,0.0030303572927454546,0.007448407626896574,0.008022853370505007,0.019532568406532627,0.008902509516356637,0.019543986803022037,0.009999999999999787
2005-04-22,-0.00045068786886939604,0.0010796480525757494,-0.006410089285835545,-0.004863839670723834,-0.01833829650149756,0.0,-0.0067731393687058975,-0.009999999999999787
2005-04-25,0.010313494637607064,0.009882159849294362,0.014766952206524155,0.008566958530425016,0.0191202415151913,0.008148069090987146,0.008624972960833317,0.07999999999999963
2005-04-26,-0.004919074562892953,-0.003425796128099916,-0.00018908733273713383,-0.0025621931123857525,-0.01336531343438778,-0.006104876957500416,-0.008876748450908203,-0.040000000000000036
2005-04-27,0.005811072326324617,0.009181037305951222,0.01911228775238175,0.011901688231686297,0.012583368420694126,0.012172482232767777,0.003942496392166546,-0.1499999999999999
2005-04-28,-0.004019763108793411,-0.009051776871606623,-0.014299218073863357,-0.01361375332541846,-0.014564337349451346,0.0005042894653055019,-0.011445623573942097,0.26000000000000023
2005-04-29,0.007802120263202154,0.016532834571964566,0.005257558948791091,0.013332156649087419,0.042311957013322264,0.006695517949693064,0.011851956462206029,0.08000000000000007
2005-05-02,0.006638229862493367,-0.009198840856203974,-0.022060426468105097,0.0022512039104034985,-0.06334783908088673,0.007645222982753633,0.004579598925333747,0.009999999999999787
2005-05-03,0.00044084797988276544,0.0057855750800153,-0.0008621130202253122,-0.0019696072340724133,0.000607095036342986,-0.0018229980429992473,-0.0008522166554060164,-0.029999999999999805
2005-05-04,0.013358477926425355,0.003626027564105678,0.01804080909365253,0.016759881999033544,0.01923887416850693,0.01427652033002223,0.01239305156034736,0.040000000000000036
2005-05-05,-0.002613747258324189,-0.0019179383788108294,-0.009169512740906592,-0.005555230821256448,-0.0025840462893316723,-0.006946918345169664,-0.0025721133412976343,0.0
2005-05-06,-0.007882284060712669,-0.006204946076544069,-0.005905344017182789,-0.008111016131277753,-0.0039875157815059,-0.008166151387543409,-0.0010921846046322305,-0.010000000000000231
2005-05-09,0.005261951780158539,0.0055649877815579585,0.007802936517677217,0.009780507806931512,0.013889339324782719,0.007668418933784487,0.006373966172402125,0.010000000000000231
2005-05-10,-0.007683411418915041,-0.01008310041310659,-0.03266022351529567,-0.023066879466640773,-0.026556651422451925,-0.00833748595305077,-0.01076315086971956,0.0
2005-05-11,0.006151100208909741,0.006876215106375795,0.015933516709129285,0.0045427910768890654,0.008663400996166208,0.005510443475639921,0.004184280247109813,0.0
2005-05-12,-0.007032935157424395,-0.006229564161841321,-0.03461629963599803,-0.013403647961470727,-0.009068428624674225,-0.0038373759169012095,-0.010083888412137035,0.019999999999999574
2005-05-13,-0.004642418055396892,-0.010831398639887767,-0.024238715686872348,-0.010680032281562503,-0.024176434147933464,-0.009574971709722104,-0.004590579075786052,0.0
2005-05-16,0.015827996703380722,0.019199717218150936,0.006115060832500984,0.008092511898417086,0.01195610665490377,0.012746176327972267,0.010035599091202397,0.050000000000000266
2005-05-17,0.00630471455863378,0.007663014576060699,-0.0007116408112209135,0.013438236261865771,-0.002872921140400646,0.00747049355394324,0.006933254635373273,-0.06999999999999984
2005-05-18,0.01099315642998131,0.01222362226899268,0.012428733172819662,0.023576956531571398,0.005328904147994685,0.008399600518059575,0.009968895481321639,0.009999999999999787
2005-05-19,-0.004296725074479005,0.002092414287960415,0.005408018628237764,0.003875601249968498,0.024832572562948383,0.005072142854407255,0.004645135445231884,0.020000000000000018
2005-05-20,0.002580093957593911,-0.0008362371524251806,0.009543068569408914,-0.003598104415667964,-0.00299557922823747,0.0008154780865058279,-0.0015123150380106515,-0.010000000000000231
2005-05-23,-0.0004294561787337279,-0.004193136168582274,-0.003866057918432215,-0.004168910031004937,-0.0022025711202012647,0.0011404655037384954,0.0038436362656395443,0.0
2005-05-24,0.001288010307605411,0.002308634589126384,-0.011085029279214542,-0.0005566565985159326,-0.009667978610593032,-0.006044221962340676,0.00017585184159638718,-0.019999999999999574
2005-05-25,-0.0015034899612077178,-0.005464502561720008,-0.02367653583219047,0.0005566565985159907,0.0018208213275813,-0.0022963063904731964,-0.0034058760803961736,0.019999999999999574
2005-05-26,0.0036467530596707063,-0.0014767346834076644,-0.006706123450040375,0.0008349537728871902,-0.004860970386536874,0.000820920151136713,0.00637453131772754,0.0
2005-05-27,-0.0012851861104495928,-0.002112442370616944,-0.011452078788146514,-0.003902705092619039,0.0,-0.002464895757364081,0.0009681474365535906,0.0
2005-05-31,-0.0070995390589721815,-0.003602518121716056,0.020725569445610225,-0.0013975161339582368,-0.006108532925988643,-0.006270846492156232,-0.006091379853434456,0.08000000000000007
2005-06-01,0.009115381421573697,0.012865309833402675,0.011624562711408448,0.0002800092471050921,0.02241840476025116,0.017883225782738973,0.008956805725932198,-0.06999999999999984
2005-06-02,-0.0023797654496717042,-0.00020911209594196023,-0.00988241561118685,-0.0005596364893345614,-0.015904129667874044,0.0004872661041221578,0.001720390824511472,-0.020000000000000018
2005-06-03,-0.008699862773981095,-0.0031491919956301365,-0.003795491657047808,-0.005329957497717026,-0.007536087041492695,-0.0029294700640033556,-0.006890819980251237,-0.009999999999999787
2005-06-06,0.0026181175268015955,0.0027294105263511496,0.01144542081999472,-0.0011260180717173464,0.004080706188325419,0.0014661914667615421,0.001245015026845047,0.009999999999999787
2005-06-07,-0.0008715961195276297,-0.0006286777728196249,-0.0002035797974612017,-0.0008457174505214325,0.000610482591280381,-0.0011400511652519113,-0.00020878831693162237,-0.040000000000000036
2005-06-08,0.0010898494950756555,0.0018860696447077763,-0.0005080610137597829,0.005341094961842119,0.006086517395378041,0.002116063658371673,-0.002165587433034947,0.0
2005-06-09,0.003912963781747313,-0.001467043060144582,0.016137272432680507,-0.0047771729617626215,0.003836103909158667,-0.0027683408352798568,0.005226267957247287,0.04999999999999982
2005-06-10,-0.001955121441070718,-0.0008390445658761157,-0.009045463755792535,-0.0019735871359499173,0.005024005060793161,-0.00032591368299349227,-0.0023509984096796743,0.0
2005-06-13,-0.001740419305079213,-0.000840157365714931,0.002118344714551904,0.0019735871359498037,0.01985045441750276,-0.0034311127329704743,0.0022593090815211927,0.03000000000000025
2005-06-14,0.0010883613147975107,-0.003999493226691175,-0.009718793787821041,0.0028128158549606407,-0.00551880150415884,0.0008179895556633329,0.0025700096198286804,-0.03000000000000025
2005-06-15,0.013611081070031075,-0.00021088945935212165,0.009013283445174831,0.003084682346038921,0.0001975191837810967,0.0032651737356991393,0.0022152533117078253,0.040000000000000036
2005-06-16,-0.0036538631221454876,0.0029492303854419246,0.03428801624027102,0.005307152976777594,0.025170056475805294,0.00162876196206557,0.003623526250350597,-0.04999999999999982
2005-06-17,0.004512202824725905,-0.0016844578750959468,0.011140661114785951,0.005001413675183583,-0.010070220015844133,0.0022757316151409057,0.004942512444624592,-0.009999999999999787
2005-06-20,0.0014998750990976788,-0.0018980155121282162,-0.005312597856203799,-0.0008319859404604475,0.0034977556651524687,0.0011356535403064729,-0.0007069167302181835,0.019999999999999574
2005-06-21,0.007889800431139049,-0.00105609160844069,-0.005925550921626368,-0.0002773912204565918,-0.011509526074069378,-0.0027610387093674983,-0.002049620033747776,-0.04999999999999982
2005-06-22,-0.00021181088491271927,0.002532728130109165,-0.0016576164719298622,0.00608590112944475,-0.008867357596577797,0.0035716024416618812,0.0002224680912793435,-0.029999999999999805
2005-06-23,-0.010036204347904422,-0.01187459946055428,-0.00440102669117062,-0.009142843405618158,0.023475238645241005,-0.011408120255527331,-0.010892156085218305,0.11999999999999966
2005-06-24,0.0032144695367864852,0.001492162593599856,0.016043275581704586,-0.010070138181797863,0.026708099438804058,-0.004764460177932339,-0.007657968670771707,0.020000000000000018
2005-06-27,-0.0075152530581786715,-0.003841512193186641,-0.004543781080140271,0.0005623105477790935,-0.001318176354903838,-0.0019786468346977694,-0.0007387984219396944,0.10000000000000009
2005-06-28,0.005802202321845962,0.005331141618394596,0.007337442365464149,0.00922950982608489,-0.0005657451092174489,0.012137351465907635,0.009096068495660192,0.0
2005-06-29,0.005129543589543516,-0.0051169963128212285,-0.01131789701681135,0.0011127152454945186,0.0056425617362693345,0.009733616648225524,-0.0014324616711678033,0.03000000000000025
2005-06-30,-0.02810409051094759,-0.011826871022541156,-0.007519039850217118,-0.017957664503415925,-0.01606979491666498,-0.005828487184950206,-0.007126235441053447,0.1499999999999999
2005-07-01,-0.01390837835656474,-0.0015153143206456934,0.006740242633141097,0.002284526472424414,0.0106160757228423,-0.005047150690064265,0.0026071140527265412,0.009999999999999787
2005-07-05,0.0028854802335684607,0.006478502124907867,0.004565408213786927,-0.0025703547372498887,0.013857843477625673,-0.001142776622461966,0.008793852803795384,-0.08999999999999986
2005-07-06,-0.009130449607678913,-0.003450271106021768,0.0035801916328605213,-0.010636507628401112,-0.0076545586957196855,-0.005899499399028586,-0.008375334165637524,-0.2799999999999998
2005-07-07,-0.0004475028834464379,-0.0006480826191573633,0.005296841294916466,-0.004055058674987165,-0.00037451099462904714,-0.0032931442243339065,0.0024490496555651634,0.18999999999999995
2005-07-08,0.010464431390775924,0.005173774172557519,0.014780323293263,0.010105669925284036,-0.004133694865602196,0.010335420245824331,0.01161138179782478,0.040000000000000036
2005-07-11,0.00044264654004313076,-0.0086378178949856,0.015589843715384227,0.004299706687947578,0.00843604009870236,0.00747991682425509,0.0062353315852996275,0.009999999999999787
2005-07-12,0.00309483650727974,-0.0023881006972153035,-0.0006526663721660251,0.008260786976029662,-0.0011203492200290662,-0.0029201835803326056,0.0022689745298750826,0.0
2005-07-13,0.00966330800285179,-0.005668641018681259,0.007061799721144681,0.006786060365035037,0.004310646771546097,0.0029201835803326246,0.0008833189083851104,0.040000000000000036
2005-07-14,0.0013111989644714638,0.01647927551521555,0.005079632311217679,0.005619261631598349,0.004664592218077533,0.01191670382106228,0.002620602356418461,0.04999999999999982
2005-07-15,0.003704201874738062,-0.001721955001287098,-0.00046054368043004765,0.0047518887038992255,-0.0014906890840781786,0.006382503809719337,0.0011571320950246463,0.0
2005-07-18,-0.019767996224421738,-0.031067651922474314,-0.002399321523209975,-0.009808315144487689,-0.004483510247240658,-0.014096476506211415,-0.005545053245331578,-0.1299999999999999
2005-07-19,-0.00578463830555175,-0.013423630101706155,0.013580601297399133,-0.008484211155016871,0.002057298959588608,-0.00258398723205013,0.006708890992640744,-0.06000000000000005
2005-07-20,0.0008927467181310102,-0.004287925620037119,-0.001003143602967864,-0.0014208899487223668,0.004475377839742463,0.0061270498972387545,0.004747306199091748,0.1200000000000001
2005-07-21,-0.005812819439740762,-0.001358142210690194,-0.012485207897274045,0.006803001866969745,-0.006907757149465031,-0.006936257844561526,-0.006628063888680194,0.020000000000000018
2005-07-22,0.005589857728033685,0.006096729074334641,0.01040885012340269,0.005633599943306375,0.01154790758555129,-0.00048562110480186114,0.005396819235282299,-0.020000000000000018
2005-07-25,-0.004245544055116518,0.002473594882058849,-0.007449807913510411,-0.004504834746378891,-0.0007409046959243159,0.0014567010156766739,-0.003776351891558406,0.029999999999999805
2005-07-26,-0.002915337058691447,0.0015705200713234415,-0.005554711911671132,-0.001977051479780156,-0.004643929566182391,0.00258356953062748,0.001731577935090858,-0.029999999999999805
2005-07-27,-0.008569926006928694,-0.004719745270162124,0.013187949472418572,-0.000565524664549389,-0.003730694013721982,-0.0032313236525274864,0.004562502872513562,0.020000000000000018
2005-07-28,-0.0031762120304143523,-0.0020497012730236698,0.004752708660176313,0.0031071247512347746,0.0011208234246263668,0.0022628593165871813,0.00558752002041879,0.0
2005-07-29,-0.009359731467014869,-0.00824185193443375,-0.020171660435335005,-0.009065218881124099,-0.009754293552079867,-0.00973361664822557,-0.007700039576876157,0.040000000000000036
2005-08-01,0.0013752628239186765,0.004586982346126991,-0.0033543448554672534,0.004542835511201701,-0.003966736864485758,0.0032551867261718815,0.0009474855123392279,-0.010000000000000231
2005-08-02,0.006393116802758341,0.008431096037333932,0.022157383242382228,0.007057448411240897,0.014653880672870932,0.00292076666444755,0.007074137786163408,-0.09999999999999964
2005-08-03,-0.0036487311285030317,-0.00045432347083799725,0.012250873721010552,0.0016862665010127838,0.014809832165488203,0.0008164278290721065,0.0007392405265853752,0.1499999999999999
2005-08-04,-0.001600198902747069,-0.0029548592530384754,-0.014719373451102418,-0.004221331542331489,-0.017049909850813637,-0.004745879552686788,-0.007400617130228752,0.08999999999999986
2005-08-05,-0.010579235690668782,-0.006624997958361296,0.004110468442068149,-0.00594011012310791,-0.016015574321032976,-0.00972569621040501,-0.007667679991179147,0.050000000000000266
2005-08-08,-0.00719405662450818,-0.007592128524307096,0.0019122925222883288,-0.007402556656788055,-0.010501628973265845,-0.00016563398103626163,-0.002686241126164497,0.009999999999999787
2005-08-09,-0.0009316367101119298,0.006904352044722317,0.01418367850912127,0.0011423561147549562,0.009170730431275368,0.0013248568478028925,0.006722344610712961,-0.029999999999999805
2005-08-10,-0.0035017035640565065,-0.006904352044722245,0.004921641040091841,-0.0065877047880319095,0.010406258700137198,-0.0021531062878842135,-0.0018288896352600188,0.009999999999999787
2005-08-11,0.0009342732395310197,0.004838179824062456,0.01865875569036123,0.0002874116660877312,0.016242146443108573,0.0024839083367026514,0.007037130459696324,0.029999999999999805
2005-08-12,-0.002339040718851879,0.002524962951209024,-0.004302126518227675,-0.014467805053095308,-0.0215261934351529,-0.004808483376955348,-0.006012532273180849,0.040000000000000036
2005-08-15,0.01141227153329104,0.0038897083817253045,0.008934960773263566,0.009860969441980925,0.014090997136042794,0.00942858840452071,0.002824363312543445,0.06000000000000005
2005-08-16,0.012428110311564102,0.007960550181454848,-0.022845460490381254,-0.002022642983582073,-0.012011973149322109,-0.012924500404351771,-0.011845866793172682,-0.1499999999999999
2005-08-17,0.0002285868911569258,-0.0009063208922000598,-0.008512193903567071,-0.003476191330587742,-0.0020790239867205878,0.0008335274927568903,0.0007378519836267019,0.10999999999999988
2005-08-18,0.0015995358378990882,0.0024910069429769067,-0.002523036984907962,0.005787678021964564,-0.010461544430111389,0.005484080078290002,-0.0010002794289758986,-0.06999999999999984
2005-08-19,-0.004117556761054653,-0.001131288886927533,0.0037819364766554287,-0.0034683402432193495,-0.004983520957737465,0.004794416055166009,0.0005658202672560684,0.040000000000000036
2005-08-22,0.0027470349148295443,0.0009055252022276827,0.0038569752102654707,-0.0008695110072692647,0.004792872132023114,0.0006594225864543127,0.0016547775416798668,-0.03000000000000025
2005-08-23,-0.009186927563607769,-0.01458552259395514,0.0008946944206651031,-0.004646693263145418,0.0021011290497238593,-0.010271685577094725,-0.0033944039442890712,-0.019999999999999574
2005-08-24,-0.009971628461399158,-0.011777253623241153,-0.016322179026573222,-0.014662784116447372,-0.016742468630767292,-0.009537106649919979,-0.0065920361862354246,0.009999999999999787
2005-08-25,0.0037218761038957508,0.005097210351227587,0.0046260597253822205,0.007944037508893715,0.0017445644779322264,0.0015111814347600616,0.0022956866031227587,0.04999999999999982
2005-08-26,-0.0053544056638524466,-0.003936657577276084,-0.006810298688345338,-0.013870136589239742,-0.0011625664359253898,-0.013179690672356541,-0.006014586766805522,-0.009999999999999787
2005-08-29,0.012065148315697312,0.010157278086022065,0.00363803818321765,0.007696785043601946,-0.006616220493730634,0.008299976451307195,0.005940377442203705,0.0
